Bankleitzahl,Bezeichnung,BIC
73369933,Raiffeisenbank Südliches Ostallgäu,
73369933,Raiffeisenbank Südliches Ostallgäu,
73369933,Raiffeisenbank Südliches Ostallgäu,
73369933,Raiffeisenbank Südliches Ostallgäu,
73369933,Raiffeisenbank Südliches Ostallgäu,
73369933,Raiffeisenbank Südliches Ostallgäu,
73369933,Raiffeisenbank Südliches Ostallgäu (Gf P2),
73369936,Raiffeisenbank Seeg -alt-,GENODEF1SER
73369954,Raiffeisenbank Wald-Görisried,GENODEF1WGO
73369954,Raiffeisenbank Wald-Görisried,
73369954,Raiffeisenbank Wald-Görisried (Gf P2),
73370008,Deutsche Bank,DEUTDEMM733
73370008,Deutsche Bank,DEUTDEMM734
73370008,Deutsche Bank,DEUTDEMM735
73370008,Deutsche Bank,DEUTDEMM736
73370008,Deutsche Bank,DEUTDEMM737
73370008,Deutsche Bank,
73370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB733
73370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB737
73370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB736
73370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB734
73370024,Deutsche Bank Privat und Geschäftskunden,DEUTDEDB735
73370024,Deutsche Bank Privat- und Geschäftskunden,
73380004,Commerzbank vormals Dresdner Bank,DRESDEFF733
73390000,Allgäuer Volksbank Kempten-Sonthofen,GENODEF1KEV
73390000,Allgäuer Volksbank Kempten Sonthofen Zw,
73390000,Allgäuer Volksbank Kempten-Sonthofen,
73390000,Allgäuer Volksbank Kempten-Sonthofen (Gf P2),
73390000,Allgäuer Volksbank Kempten-Sonthofen Zw,
73390000,Allgäuer Volksbank Kempten-Sonthofen Zw,
73390000,Allgäuer Volksbank Kempten-Sonthofen Zw,
73391600,Volksbank im Kleinwalsertal,VOVBDE71XXX
73392000,Volksbank Immenstadt,GENODEF1IMV
73392000,Volksbank Immenstadt,
73392000,Volksbank Immenstadt (Gf P2),
73392400,Volksbank Tirol Jungholz,VBOEDE71XXX
73420071,UniCredit Bank - HypoVereinsbank,HYVEDEMM427
73420071,UniCredit Bank - HypoVereinsbank,HYVEDEMM427
73420071,UniCredit Bank - HypoVereinsbank,HYVEDEMM427
73420071,UniCredit Bank - HypoVereinsbank,HYVEDEMM427
73420546,UniCredit Bank - HypoVereinsbank Ndl 693 Kaufb,HYVEDEM1104
73421478,UniCredit Bank - HypoVereinsbank,HYVEDEMM666
73421478,UniCredit Bank - HypoVereinsbank,HYVEDEMM666
73440048,Commerzbank,COBADEFF971
73450000,Kreis- und Stadtsparkasse Kaufbeuren,BYLADEM1KFB
73450000,Kreis- und Stadtsparkasse Kaufbeuren,
73450000,Kreis- und Stadtsparkasse Kaufbeuren,
73450000,Kreis- und Stadtsparkasse Kaufbeuren,
73450000,Kreis- und Stadtsparkasse Kaufbeuren,
73450000,Kreis- und Stadtsparkasse Kaufbeuren,
73450000,Kreis- und Stadtsparkasse Kaufbeuren,
73450000,Kreis- und Stadtsparkasse Kaufbeuren,
73450000,Kreis- und Stadtsparkasse Kaufbeuren,
73450000,Kreis- und Stadtsparkasse Kaufbeuren,
73451450,Kreissparkasse Schongau,BYLADEM1SOG
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73451450,Kreissparkasse Schongau,
73460046,VR Bank Kaufbeuren-Ostallgäu,GENODEF1KFB
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu,
73460046,VR Bank Kaufbeuren-Ostallgäu (Gf P2),
73480013,Commerzbank vormals Dresdner Bank,DRESDEFF734
73491300,Volksbank Ostallgäu -alt-,GENODEF1OAL
73491300,Volksbank Ostallgäu -alt- (Gf P2),
74000000,Bundesbank eh Passau,MARKDEF1740
74020074,UniCredit Bank - HypoVereinsbank,HYVEDEMM445
74020074,UniCredit Bank - HypoVereinsbank,HYVEDEMM445
74020074,UniCredit Bank - HypoVereinsbank,HYVEDEMM445
74020074,UniCredit Bank - HypoVereinsbank,HYVEDEMM445
74020074,UniCredit Bank - HypoVereinsbank,HYVEDEMM445
74020074,UniCredit Bank - HypoVereinsbank,HYVEDEMM445
74020074,UniCredit Bank - HypoVereinsbank,HYVEDEMM445
74020074,UniCredit Bank - HypoVereinsbank,HYVEDEMM445
74020100,Raiffeisenlandesbank OÖ Zndl Süddeutschland,RZOODE77XXX
74020150,Raiffeisenlandesbank OÖ Zndl Südde - für interne Zwecke,RZOODE77050
74020414,UniCredit Bank - HypoVereinsbank Ndl 672 Pass,HYVEDEM1100
74040082,Commerzbank Passau,COBADEFF740
74050000,Sparkasse Passau,BYLADEM1PAS
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74050000,Sparkasse Passau,
74051230,Sparkasse Freyung-Grafenau,BYLADEM1FRG
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74051230,Sparkasse Freyung-Grafenau,
74061101,Raiffeisenbank Am Goldenen Steig,GENODEF1RGS
74061101,Raiffeisenbank Am Goldenen Steig,
74061101,Raiffeisenbank Am Goldenen Steig,
74061101,Raiffeisenbank Am Goldenen Steig,
74061101,Raiffeisenbank Am Goldenen Steig,
74061101,Raiffeisenbank Am Goldenen Steig (Gf P2),
74061101,"Raiffeisenbank Am Goldenen Steig Gs Haus, Wald",
74061101,Raiffeisenbank Am Goldenen Steig Zw Atzldorf,
74061564,Raiffeisenbank Unteres Inntal,GENODEF1NUI
74061564,Raiffeisenbank Unteres Inntal (Gf P2),
74061564,Raiffeisenbank Unteres Inntal Gs Hartkirchen,
74061564,Raiffeisenbank Unteres Inntal Zw Würding,
74061670,Raiffeisenbank Ortenburg-Kirchberg,GENODEF1ORT
74061670,Raiffeisenbank (Gf P2),
74061670,Raiffeisenbank Ortenburg Zw Sandbach,
74061813,VR-Bank Rottal-Inn,GENODEF1PFK
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn,
74061813,VR-Bank Rottal-Inn (Gf P2),
74062490,Raiffeisenbank Vilshofener Land,GENODEF1VIR
74062490,Raiffeisenbank Vilshofener Land,
74062490,Raiffeisenbank Vilshofener Land,
74062490,Raiffeisenbank Vilshofener Land,
74062490,Raiffeisenbank Vilshofener Land,
74062490,Raiffeisenbank Vilshofener Land,
74062490,Raiffeisenbank Vilshofener Land,
74062490,Raiffeisenbank Vilshofener Land (Gf P2),
74062786,Raiffeisenbank i Lkr Passau-Nord,GENODEF1TIE
74062786,Raiffeisenbank i Lkr Passau-Nord,
74062786,Raiffeisenbank i Lkr Passau-Nord,
74062786,Raiffeisenbank i Lkr Passau-Nord,
74062786,Raiffeisenbank i Lkr Passau-Nord,
74062786,Raiffeisenbank i Lkr Passau-Nord,
74062786,Raiffeisenbank i Lkr Passau-Nord,
74062786,Raiffeisenbank i Lkr Passau-Nord,
74062786,Raiffeisenbank i Lkr Passau-Nord,
74062786,Raiffeisenbank i Lkr Passau-Nord,
74062786,Raiffeisenbank i Lkr Passau-Nord (Gf P2),
74064593,Raiffeisenbank,GENODEF1WSD
74064593,Raiffeisenbank (Gf P2),
74064593,Raiffeisenbank Wegscheid,
74065782,Raiffeisenbank Salzweg-Thyrnau,GENODEF1SZT
74065782,Raiffeisenbank Salzweg-Thyrnau (Gf P2),
74065782,Raiffeisenbank Salzweg-Thyrnau Zw Oberdiendorf,
74065782,Raiffeisenbank Salzweg-Thyrnau Zw Passau-Grubweg,
74065782,Raiffeisenbank Salzweg-Thyrnau Zw Thyrnau,
74066749,Raiffeisenbank im Südl Bayerischen Wald,GENODEF1HZN
74066749,Raiffeisenbank im Südl Bayerischen Wald,
74066749,Raiffeisenbank im Südl Bayerischen Wald,
74066749,Raiffeisenbank im Südl Bayerischen Wald,
74066749,Raiffeisenbank im Südl Bayerischen Wald (Gf P2),
74067000,Rottaler Raiffeisenbank,GENODEF1POC
74067000,Rottaler Raiffeisenbank,
74067000,Rottaler Raiffeisenbank,
74067000,Rottaler Raiffeisenbank,
74067000,Rottaler Raiffeisenbank,
74067000,Rottaler Raiffeisenbank,
74067000,Rottaler Raiffeisenbank,
74067000,Rottaler Raiffeisenbank,
74067000,Rottaler Raiffeisenbank (Gf P2),
74069186,Raiffeisenbank Viechtach-Zwiesel,GENODEF1VIZ
74069744,Raiffeisenbank,GENODEF1GRT
74069744,Raiffeisenbank (Gf P2),
74069752,Raiffeisenbank,GENODEF1HHU
74069752,Raiffeisenbank (Gf P2),
74069758,Raiffeisenbank Kirchberg v. Wald,GENODEF1TKI
74069758,Raiffeisenbank Kirchberg v. Wald (Gf P2),
74069758,Raiffeisenbank Kirchbg v Wald Zw Aicha v Wald,
74069758,Raiffeisenbank Kirchbg v Wald Zw Otterskirchen,
74069758,Raiffeisenbk Kirchbg v Wald Zw Passau-Schaldg,
74069763,Raiffeisenbank Mauth,GENODEF1MTH
74069768,Raiffeisenbank am Dreisessel,GENODEF1NHD
74069768,Raiffeisenbank am Dreisessel,
74069768,Raiffeisenbank am Dreisessel,
74069768,Raiffeisenbank am Dreisessel (Gf P2),
74090000,VR-Bank Passau,GENODEF1PA1
74090000,VR-Bank Passau,
74090000,VR-Bank Passau,
74090000,VR-Bank Passau,
74090000,VR-Bank Passau,
74090000,VR-Bank Passau,
74090000,VR-Bank Passau,
74090000,VR-Bank Passau,
74090000,VR-Bank Passau,
74090000,VR-Bank Passau (Gf P2),
74092400,Volksbank Vilshofen,GENODEF1VIV
74092400,Volksbank Vilshofen (Gf P2),
74092400,Volksbank Vilshofen Zw Aidenbach,
74092400,"Volksbank Vilshofen Zw Eging, See",
74092400,Volksbank Vilshofen Zw Griesbach,
74092400,Volksbank Vilshofen Zw Ortenburg,
74092400,Volksbank Vilshofen Zw Osterhofen,
74092400,Volksbank Vilshofen Zw Schöllnach,
74100000,Bundesbank eh Deggendorf,MARKDEF1741
74120071,UniCredit Bank - HypoVereinsbank,HYVEDEMM415
74120514,UniCredit Bank - HypoVereinsbank 674 Dgdf,HYVEDEM1101
74131000,TEBA Kreditbank,TEKRDE71XXX
74140048,Commerzbank,COBADEFF977
74150000,Sparkasse Deggendorf,BYLADEM1DEG
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74150000,Sparkasse Deggendorf,
74151450,Sparkasse Regen-Viechtach,BYLADEM1REG
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74151450,Sparkasse Regen-Viechtach,
74160025,Raiffeisenbank Deggendorf-Plattling,GENODEF1DEG
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling,
74160025,Raiffeisenbank Deggendorf-Plattling (Gf P2),
74161608,Raiffeisenbank Hengersberg-Schöllnach,GENODEF1HBW
74161608,Raiffeisenbank Hengersberg-Schöllnach,
74161608,Raiffeisenbank Hengersberg-Schöllnach,
74161608,Raiffeisenbank Hengersberg-Schöllnach,
74161608,Raiffeisenbank Hengersberg-Schöllnach,
74161608,Raiffeisenbank Hengersberg-Schöllnach,
74161608,Raiffeisenbank Hengersberg-Schöllnach (Gf P2),
74164149,VR-Bank,GENODEF1RGE
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank,
74164149,VR-Bank (Gf P2),
74165013,Raiffeisenbank Sonnenwald,GENODEF1AUS
74165013,Raiffeisenbank Sonnenwald,
74165013,Raiffeisenbank Sonnenwald,
74165013,Raiffeisenbank Sonnenwald,
74165013,Raiffeisenbank Sonnenwald,
74165013,Raiffeisenbank Sonnenwald,
74165013,Raiffeisenbank Sonnenwald,
74165013,Raiffeisenbank Sonnenwald (Gf P2),
74167099,Raiffeisenbank Metten,GENODEF1MTT
74180009,Commerzbank vormals Dresdner Bank,DRESDEFF741
74190000,GenoBank DonauWald,GENODEF1DGV
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald,
74190000,GenoBank DonauWald (Gf P2),
74191000,VR-Bank Landau,GENODEF1LND
74191000,VR-Bank Landau,
74191000,VR-Bank Landau,
74191000,VR-Bank Landau,
74191000,VR-Bank Landau,
74191000,VR-Bank Landau,
74191000,VR-Bank Landau,
74191000,VR-Bank Landau,
74191000,VR-Bank Landau,
74191000,VR-Bank Landau,
74191000,VR-Bank Landau (Gf P2),
74220075,UniCredit Bank - HypoVereinsbank,HYVEDEMM452
74221170,UniCredit Bank - HypoVereinsbank,HYVEDEMM675
74221170,UniCredit Bank - HypoVereinsbank,HYVEDEMM675
74240062,Commerzbank Straubing,COBADEFF742
74250000,Sparkasse Niederbayern-Mitte,BYLADEM1SRG
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74250000,Sparkasse Niederbayern-Mitte,
74251020,Sparkasse im Landkreis Cham,BYLADEM1CHM
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74251020,Sparkasse im Landkreis Cham,
74260110,Raiffeisenbank,GENODEF1SR2
74260110,Raiffeisenbank (Gf P2),
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74260110,Raiffeisenbank Straubing,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,GENODEF1CHA
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald,
74261024,Raiffeisenbank Cham-Roding-Furth im Wald (Gf P2),
74290000,Volksbank Straubing,GENODEF1SR1
74290000,VB Mallersdorf-Pfaffenberg Zw d VB Straubing,
74290000,Volksbank Bogen Zw d VB Straubing,
74290000,Volksbank Cham Zw d VB Straubing,
74290000,Volksbank Ergoldsbach Zw d VB Straubing,
74290000,Volksbank Furth i W Zw d VB Straubing,
74290000,Volksbank Geiselhöring Zw d VB Straubing,
74290000,Volksbank Kötzting Zw d VB Straubing,
74290000,Volksbank Lam Zw d VB Straubing,
74290000,Volksbank Mitterfels Zw d VB Straubing,
74290000,Volksbank Neufahrn Zw d VB Straubing,
74290000,Volksbank Neunburg Zw d VB Straubing,
74290000,Volksbank Parkstetten Zw d VB Straubing,
74290000,Volksbank Plattling Zw d VB Straubing,
74290000,Volksbank Roding Zw d VB Straubing,
74290000,Volksbank Sankt Englmar Zw d VB Straubing,
74290000,Volksbank Schwarzach Zw d VB Straubing,
74290000,Volksbank Straßkirchen Zw d VB Straubing,
74290000,Volksbank Straubing (Gf P2),
74290000,Volksbank Waldmünchen Zw d VB Straubing,
74290000,Volksbank Wörth Zw d VB Straubing,
74290100,CB Bank,CBSRDE71XXX
74300000,Bundesbank eh Landshut,MARKDEF1743
74320073,UniCredit Bank - HypoVereinsbank,HYVEDEMM433
74320073,UniCredit Bank - HypoVereinsbank,HYVEDEMM433
74320073,UniCredit Bank - HypoVereinsbank,HYVEDEMM433
74320073,UniCredit Bank - HypoVereinsbank,HYVEDEMM433
74320073,UniCredit Bank - HypoVereinsbank,HYVEDEMM433
74320073,UniCredit Bank - HypoVereinsbank,HYVEDEMM433
74320073,UniCredit Bank - HypoVereinsbank,HYVEDEMM433
74320073,UniCredit Bank - HypoVereinsbank,HYVEDEMM433
74320073,UniCredit Bank - HypoVereinsbank,HYVEDEMM433
74320073,UniCredit Bank - HypoVereinsbank,HYVEDEMM433
74320307,UniCredit Bank - HypoVereinsbank Ndl 601 Ldsht,HYVEDEM1090
74340077,Commerzbank,COBADEFF743
74350000,Sparkasse Landshut,BYLADEM1LAH
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74350000,Sparkasse Landshut,
74351310,Sparkasse Dingolfing-Landau -alt-,BYLADEM1DGF
74351430,Sparkasse Rottal-Inn,BYLADEM1EGF
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351430,Sparkasse Rottal-Inn,
74351740,Stadt- und Kreissparkasse Moosburg,BYLADEM1MSB
74351740,Stadt- und Kreissparkasse Moosburg,
74351740,Stadt- und Kreissparkasse Moosburg,
74351740,Stadt- und Kreissparkasse Moosburg,
74351740,Stadt- und Kreissparkasse Moosburg,
74351740,Stadt- und Kreissparkasse Moosburg,
