12070070;Deutsche Bank (Gf intern)
12070088;Deutsche Bank (Gf intern)
12080000;Commerzbank Fil II Berlin
12090640;apoBank -ZV-Ost- Berlin
12096597;Sparda-Bank Berlin
13000000;BBk Rostock
13010111;SEB Rostock
13040000;Commerzbank Rostock
13050000;Ostseesparkasse Rostock
13051042;Sparkasse Rügen
13061008;Volksbank Wolgast
13061028;Volksbank Raiffeisenbank
13061078;VB u Raiffbk
13061088;VB u Raiffbk -alt-
13061128;Raiffeisenbank Bad Doberan
13070000;Deutsche Bank Rostock
13070024;Deutsche Bank PGK Rostock
13080000;Commerzbank Rostock
13090000;Rostocker VR Bank
13091054;Pommersche Volksbank
13091084;VB u Raiffbk -alt-
14000000;BBk Rostock eh Schwerin
14040000;Commerzbank Schwerin
14051000;Spk Mecklenburg-Nordwest
14051362;Sparkasse Parchim-Lübz
14051462;Sparkasse Schwerin -alt-
14052000;Spk Mecklenburg-Schwerin
14061308;VB u Raiffbk Güstrow
14061438;Raiffeisen-VB Gadebusch-alt
14080000;Commerzbank Schwerin
14080011;Commerzbank Schwerin Zw W
14091464;VR-Bank Schwerin
15000000;BBk Neubrandenburg
15040068;Commerzbank Neubrandenburg
15050100;Müritz-Sparkasse Waren
15050200;Spk Neubrandenburg-Demmin
15050400;Sparkasse Uecker-Randow
15050500;Spk Vorpommern
15051732;Spk Mecklenburg-Strelitz
15061618;Raiffbk Mecklenb Seenplatte
15061638;Volksbank Raiffeisenbank
15061658;Raiffbk Pasewalk-Strasb alt
15061698;Raiffeisenbank Malchin
15061758;Neubrandenburger Bank -alt-
15080000;Commerzbank Neubrandenbg
15091674;Volksbank Demmin
15091704;VR-Bank Uckermark-Randow
16000000;BBk Berlin eh Potsdam
16010111;SEB Potsdam
16010300;Investitionsbk Potsdam
16020086;UniCredit Bank-HypoVereinbk
16040000;Commerzbank Potsdam
16050000;Mittelbrandenbg Sparkasse
16050101;Sparkasse Prignitz
16050202;Spk Ostprignitz-Ruppin
16050500;LBS Ost Potsdam
16060122;Volks- u Raiffbk Prignitz
16061938;Raiffeisenbank Ostpr-Ruppin
16062008;VR-Bank Fläming
16062073;Brandenburger Bank
16080000;Commerzbank Potsdam
16091994;Volksbank Rathenow
17000000;BBk Berlin eh Frankfurt, Od
17020086;UniCredit Bank-HypoVereinbk
17040000;Commerzbank Frankfurt Oder
17052000;Sparkasse Barnim Eberswalde
17052302;St Spk Schwedt
17054040;Spk Märkisch-Oderland
17055050;Sparkasse Oder-Spree
17056060;Spk Uckermark Prenzlau
17062428;Raiff-VB Oder-Spree Beeskow
17080000;Commerzbank Frankfurt, O
17092404;VR Bank Fürstenwalde
18000000;BBk Berlin eh Cottbus
18020086;UniCredit Bank-HypoVereinbk
18040000;Commerzbank Cottbus
18050000;Sparkasse Spree-Neiße
18051000;Sparkasse Elbe-Elster
18055000;Sparkasse Niederlausitz
18062678;VR Bank Lausitz
18062758;VR Bank Forst
18080000;Commerzbank Cottbus
18092684;Spreewaldbank Lübben
18092744;Volksbank Spree-Neiße
20000000;BBk Hamburg
20010020;Postbank -Giro- Hamburg
20010111;SEB Hamburg
20010424;Aareal Bank
20020200;SEB Merchant Bank Hamburg
20020500;Jyske Bank Hamburg
20020900;Signal Iduna Bauspar
20030000;UniCredit Bank-HypoVereinbk
20030300;DONNER & REUSCHEL
20030400;Marcardbank Hamburg
20030600;Sydbank Hamburg
20030700;Merck Finck & Co Hamburg
20030900;Wölbernbank Hamburg
20040000;Commerzbank Hamburg
20040020;Commerzbank CC SP, Hamburg
20040040;Commerzbank GF RME, Hamburg
20040048;Commerzbank HBG GF-H48
20040050;Commerzbank GF COC
20040060;Commerzbank Gf 260 Hamburg
20040061;Commerzbank Gf 261 Hamburg
20040062;Commerzbank CC Hamburg
20040063;Commerzbank CC Hamburg
20041111;comdirect bank Quickborn
20041133;comdirect bank Quickborn
20041144;comdirect bank Quickborn
20041155;comdirect bank
20050000;HSH Nordbank Hamburg
20050550;Haspa Hamburg
20060000;DZ BANK
20069111;Norderstedter Bank
20069125;Kaltenkirchener Bank
20069130;Raiffbk
20069144;Raiffeisenbank Seestermühe
20069177;Raiffbk Südstormarn Mölln
20069232;Raiffbk Struvenhütten
20069625;Volksbank Gnarrenburg
20069641;Raiffeisenbank Owschlag
20069659;Volksbank
20069780;Volksbank Ahlerstedt
20069782;Volksbank Geest
20069786;VB Kehdingen
20069800;Spar- und Kreditbank Hammah
20069812;VB Fredenbeck-Oldendorf
20069815;Volksbank Oldendorf
20069861;Raiffeisenbank Ratzeburg
20069882;Raiffeisenbank Travemünde
20069965;VB Winsener Marsch
20069989;Volksbank Wulfsen
20070000;Deutsche Bank Hamburg
20070024;Deutsche Bank PGK Hamburg
20080000;Commerzbank Hamburg
20080055;Commerzbank Zw 55 Hamburg
20080057;Commerzbk ZW 57 Hamburg
20080085;Commerzbank ITKG2 Hamburg
20080086;Commerzbank ITGK 3
20080087;Commerzbank ITGK4 Hamburg
20080088;Commerzbank ITGK5 Hamburg
20080089;Commerzbank ITGK6 Hamburg
20080091;Commerzbank ITGK 7
20080092;Commerzbank ITGK 8
20080093;Commerzbank ITGK 9
20080094;Commerzbank ITGK 10
20080095;Commerzbank ITGK 11
20089200;Commerzbank ITGK Hamburg
20090400;DG HYP Hamburg
20090500;netbank
20090602;apoBank Hamburg
20090700;Edekabank Hamburg
20090745;EBANK Gf Cash Hamburg
20090900;PSD Bank Nord Hamburg
20110022;Postbank -Spar- Hamburg
20110401;Hypothekenbank Frankfurt
20110700;Tokyo-Mitsubishi UFJ Hambg
20110800;Bank of China Hamburg
20120000;Berenbergbank
20120100;M.M. Warburg Bank
20120200;BHF-BANK Hamburg
20120400;Deutscher Ring Bspk Hamburg
20120600;Goyer & Göppel Hamburg
20120700;Hanseatic Bank Hamburg
20120701;Hanseatic Bk Zw Nord Hambg
20120744;Hanseatic Bank Filiale Ost
20120766;Hanseatic Bank Filiale Süd
20130400;GRENKE BANK
20130412;GRENKE BANK Hamburg
20130600;Barclaycard
20133300;Santander Bank Hamburg
20190003;Hamburger Volksbank
20190109;VB Stormarn
20190206;VB Hamburg Ost-West -alt-
20190301;Vierländer VB Hamburg
20190800;MKB Hamburg
20210200;Bank Melli Iran Hamburg
20210300;Bank Saderat Iran Hamburg
20220100;DNB Bank
20220400;M.M. Warburg Hyp Hamburg
20230300;Schröderbank Hamburg
20230600;Isbank Hamburg
20230800;Sutorbank Hamburg
20310300;Europ-Iran Handelsbk Hambg
20310600;RBS NDL Deutschland
20320500;Danske Bank Hamburg
20320585;Danske Bank Hamburg
20350000;WestLB Hamburg
20690500;Sparda-Bank Hamburg
20730000;UniCredit Bk ex VereinWest
20730001;UniCredit Bk Settlemt EAC01
20730002;UniCredit Bk Settlemt EAC02
20730003;UniCredit Bk Settlemt EAC03
20730004;UniCredit Bk Settlemt EAC04
20730005;UniCredit Bk Settlemt EAC05
20730006;UniCredit Bk Settlemt EAC06
20730007;UniCredit Bk Settlemt EAC07
20730008;UniCredit Bk Settlemt EAC08
20730009;UniCredit Bk Settlemt EAC09
20730010;UniCredit Bk Settlemt EAC10
20730011;UniCredit Bk Settlemt EAC11
20730012;UniCredit Bk Settlemt EAC12
20730013;UniCredit Bk Settlemt EAC13
20730014;UniCredit Bk Settlemt EAC14
20730015;UniCredit Bk Settlemt EAC15
20730016;UniCredit Bk Settlemt EAC16
20730017;UniCredit Bk Settlemt EAC17
20730018;UniCredit Bk Settlemt EAC18
20730019;UniCredit Bk Settlemt EAC19
20730020;UniCredit Bk Settlemt EAC20
20730021;UniCredit Bk Settlemt EAC21
20730022;UniCredit Bk Settlemt EAC22
20730023;UniCredit Bk Settlemt EAC23
20730024;UniCredit Bk Settlemt EAC24
20730025;UniCredit Bk Settlemt EAC25
20730026;UniCredit Bk Settlemt EAC26
20730027;UniCredit Bk Settlemt EAC27
20730028;UniCredit Bk Settlemt EAC28
20730029;UniCredit Bk Settlemt EAC29
20730030;UniCredit Bk Settlemt EAC30
20730031;UniCredit Bk Settlemt EAC31
20730032;UniCredit Bk Settlemt EAC32
20730033;UniCredit Bk Settlemt EAC33
20730034;UniCredit Bk Settlemt EAC34
20730035;UniCredit Bk Settlemt EAC35
20730036;UniCredit Bk Settlemt EAC36
20730037;UniCredit Bk Settlemt EAC37
20730038;UniCredit Bk Settlemt EAC38
20730039;UniCredit Bk Settlemt EAC39
20730040;UniCredit Bk Settlemt EAC40
20730051;UniCredit Bk ex VereinWest
20730053;UniCredit Bk ex VereinWest
20730054;UniCredit Bk ex VereinWest
20750000;Spk Harburg-Buxtehude
21000000;BBk Kiel
21010111;SEB Kiel
21020600;Sydbank Fil. Kiel
21030000;UniCredit Bk ex VereinWest
21030092;UniCredit Bk ex VereinWest
21030093;UniCredit Bk ex VereinWest
21030094;UniCredit Bk ex VereinWest
21030095;UniCredit Bk ex VereinWest
21040010;Commerzbank Kiel
21042076;Commerzbank Eckernförde
21050000;HSH Nordbank HH, Kiel
21050170;Förde Sparkasse
21051275;Bordesholmer Sparkasse
21051580;Spk Kreis Plön -alt-
21052090;Sparkasse Eckernförde -alt-
21060237;Ev Darlehnsgenossenschaft K
21064045;Raiffbk Kr Plön -alt-
21070020;Deutsche Bank Kiel
21070024;Deutsche Bank PGK Kiel
21080050;Commerzbank Kiel
21089201;Commerzbank ITGK Kiel
21090007;Kieler Volksbank
21090619;apoBank Kiel
21090900;PSD Bank Kiel
21092023;Eckernförder Bank VRB
21210111;SEB Neumünster
21230085;UniCredit Bk ex VereinWest
21230086;UniCredit Bk ex VereinWest
21240040;Commerzbank Neumünster
21241540;Commerzbank Bad Bramstedt
21261089;Raiffeisenbank Wasbek -alt-
21261227;Raiffbk Kl-Kummerfeld -alt-
21270020;Deutsche Bank Neumünster
21270024;Deutsche Bank PGK Neumünste
21280002;Commerzbank Neumünster
21290016;VR Bank Neumünster
21340010;Commerzbank Neustadt Holst
21352240;Spk Holstein Eutin
21390008;VR Bk Ostholstein Nord-Plön
21392218;Volksbank Eutin
21430070;UniCredit Bk ex VereinWest
21440045;Commerzbank Rendsburg
21450000;Spk Mittelholstein Rendsbg
21451205;Sparkasse Büdelsdorf -alt-
21452030;Spk Hohenwestedt
21461627;Raiffbk Jevenstedt -alt-
21463603;VB-Raiffbk i Kr Rendsburg
21464671;Raiffbk Todenbüttel
21480003;Commerzbank Rendsburg
21500000;BBk Hamburg eh Flensburg
21510600;Sydbank Fil. Flensburg
21520100;Union-Bank Flensburg
21530080;UniCredit Bk ex VereinWest
21540060;Commerzbank Flensburg
21550050;Nord-Ostsee Spk Flensburg
21565316;Raiffbk Handewitt
21566356;Volks- u Raiffeisenbank
21567360;Raiffbk Kleinjörl -alt-
21570011;Deutsche Bank Flensburg
21570024;Deutsche Bank PGK Flensburg
21580000;Commerzbank Flensburg
21630060;UniCredit Bk ex VereinWest
21630061;UniCredit Bk ex VereinWest
21630062;UniCredit Bk ex VereinWest
21630063;UniCredit Bk ex VereinWest
21650110;Spk Schleswig-Flensburg alt
21661719;VR Bank Flensburg-Schleswig
21690020;Schleswiger Volksbank
21700000;BBk Flensburg eh Husum
21730040;UniCredit Bk ex VereinWest
21730042;UniCredit Bk ex VereinWest
21730043;UniCredit Bk ex VereinWest
21730044;UniCredit Bk ex VereinWest
21730045;UniCredit Bk ex VereinWest
21730046;UniCredit Bk ex VereinWest
21740043;Commerzbank Husum Nordsee
21741674;Commerzbank Niebüll
21741825;Commerzbank Westerland
21750000;Nord-Ostsee Spk Schleswig
21751230;Spk Bredstedt
21762550;Husumer Volksbank
21763542;VR Bank Niebüll
21770011;Deutsche Bank Husum Nordsee
21770024;Deutsche Bank PGK Husum
21791805;Sylter Bank
21791906;Föhr-Amrumer Bank
21830030;UniCredit Bk ex VereinWest
21830032;UniCredit Bk ex VereinWest
21830033;UniCredit Bk ex VereinWest
21830034;UniCredit Bk ex VereinWest
21830035;UniCredit Bk ex VereinWest
21840078;Commerzbank Heide Holst
21841328;Commerzbank Brunsbüttel
21851720;Alte Marner Spk -alt-
21851830;Verb Spk Meldorf -alt-
21852310;Spk Hennstedt-Wesselburen
21860418;Raiffeisenbank Heide
21890022;Dithmarscher VB Heide
22130075;UniCredit Bk ex VereinWest
22140028;Commerzbank Elmshorn
22141028;Commerzbank Kaltenkirchen
22141428;Commerzbank Pinneberg
22141628;Commerzbank Uetersen
22150000;Spk Elmshorn
22151730;St Spk Wedel
22163114;Raiffbk Elbmarsch Heist
22180000;Commerzbank Elmshorn
22181400;Commerzbank Pinneberg
22190030;Volksbank Elmshorn
22191405;VR Bank Pinneberg
22200000;BBk Kiel eh Itzehoe
22230020;UniCredit Bk ex VereinWest
22230022;UniCredit Bk ex VereinWest
22230023;UniCredit Bk ex VereinWest
22230025;UniCredit Bk ex VereinWest
22240073;Commerzbank Itzehoe
22250020;Spk Westholstein
22251580;Landsparkasse Schenefeld
22252050;Verb Spk Wilster -alt-
22260136;Raiffbk Itzehoe -alt-
22280000;Commerzbank Itzehoe
22290031;VB Raiffbk Itzehoe
23000000;BBk Lübeck
23010111;SEB Lübeck
23030000;UniCredit Bk ex VereinWest
23040022;Commerzbank Lübeck
23050000;HSH Nordbank Lübeck
23050101;Sparkasse zu Lübeck
23051030;Spk Südholstein Neumünster
23051610;Spk Stormarn -alt-
23052750;Kr Spk Herzogtum Lauenburg
23061220;Raiffeisenbank Leezen
23062124;Raiffeisenbank Bargteheide
23062807;Volks- u Raiffbk Mölln -alt
23063129;Raiffeisenbank Lauenburg
23064107;Raiffeisenbank Büchen
23070700;Deutsche Bank PGK Lübeck
23070710;Deutsche Bank
23080040;Commerzbank Lübeck
23089201;Commerzbank ITGK Lübeck
23090142;Volksbank Lübeck
23092502;Volksbank Lauenburg -alt-
23092620;apoBank Lübeck
24000000;BBk Hannover eh Lüneburg
24030000;UniCredit Bk ex VereinWest
24040000;Commerzbank Lüneburg
24050110;Spk Lüneburg
24060300;VB Lüneburger Heide
24061392;VB Bleckede-Dahlenbg -alt-
24070024;Deutsche Bank PGK Lüneburg
24070075;Deutsche Bank Lüneburg
24080000;Commerzbank Lüneburg
24090041;VB Lüneburg -alt-
24121000;Ritter Kredit Stade
24130000;UniCredit Bk ex VereinWest
24140041;Commerzbank Cuxhaven
24150001;St Spk Cuxhaven
24151005;Spk Stade-Altes Land
24151116;Kreissparkasse Stade
24151235;Spk Rotenburg-Bremervörde
24161594;Zevener Volksbank
24162898;Spar- u Darlehnskasse Börde
24180000;Commerzbank Otterndorf
24180001;Commerzbank Cuxhaven
24191015;Volksbank Stade-Cuxhaven
24191255;Volksbank Bremervörde
25000000;BBk Hannover
25010030;Postbank Hannover
25010111;SEB Hannover
25010424;Aareal Bank
25010600;Deuhypo Hannover
25010700;BHH Hannover
25010900;Calenbg Kreditver Hannover
25020200;BHF-BANK Hannover
25020600;Santander Consumer Bank
25020700;Hanseatic Bank Hannover
25030000;UniCredit Bk ex VereinWest
25040060;Commerzbank CC Hannover
25040061;Commerzbank CC Hannover
25040066;Commerzbank Hannover
25050000;Nord LB Hannover
25050055;ZVA Nord LB SH
25050180;Sparkasse Hannover
25050299;Kr Spk Hannover -alt-
25055500;LBS-Norddt Hannover
25060000;DZ BANK
25060180;Bankhaus Hallbaum
25060701;EKK Hannover
25069168;VB u RB Leinebgld Delligsen
25069262;Raiff-VB Neustadt
25069270;Volksbank Aller-Oker
25069370;VB Vechelde-Wendeburg
25069384;Volksbank Lehre -alt-
25069503;VB Diepholz-Barnstorf
25070024;Deutsche Bank PGK Hannover
25070066;Deutsche Bank Stadthagen
25070070;Deutsche Bank Hannover
25070077;Deutsche Bank Nienburg
25070084;Deutsche Bank Soltau
25070086;Deutsche Bank Holzminden
25080020;Commerzbank Hannover
25080085;Commerzbank ITGK2 Hannov
25089220;Commerzbank ITGK Hannover
25090300;Bk f Schiffahrt Hannover
25090500;Sparda-Bank Hannover
25090608;apoBank Hannover
25090900;PSD Bank Hannover
25120510;Bank für Sozialwirtschaft
25151270;St Spk Barsinghausen
25151371;Stadtsparkasse Burgdorf
25152375;Kr Spk Fallingbostel
25152490;St Spk Wunstorf
25161322;VB Burgdorf-Celle -alt-
25190001;Hannoversche Volksbank
25190101;Lindener Volksbank -alt-
25191510;Volksbank Lehrte -alt-
25193331;Volksbank
25250001;Kr Spk Peine
25260010;Volksbank Peine
25400000;BBk Hannover eh Hameln
25410111;SEB Hameln
25410200;BHW Bauspk Hameln
25410300;BHW Allgem Bauspk -alt-
25430000;UniCredit Bk ex VereinWest
25440047;Commerzbank Hameln
25450001;St Spk Hameln
25450110;Spk Weserbergland Hameln
25451345;St Spk Bad Pyrmont
25451450;Spk Weserbergland Bodenwerd
25451655;Spk Weserbergland Hess Old
25462160;VB Hameln-Stadthagen
25462680;VB am Ith Coppenbrügge
25470024;Deutsche Bank PGK Hameln
25470073;Deutsche Bank Hameln
25471024;Deutsche Bank PGK Rinteln
25471073;Deutsche Bank Rinteln
25480021;Commerzbank Hameln
25491071;Volksbank Bückeburg-Rinteln
25491273;Volksbank Aerzen
25491744;Volksbank Bad Münder
25541426;Commerzbank Bückeburg
25551480;Sparkasse Schaumburg
25562308;VB Nordschaumburg -alt-
25562604;VB Kirchhorsten -alt-
25591413;Volksbank in Schaumburg
25591748;VB Obernkirchen -alt-
25621327;Oldb Landesbank Diepholz
25641302;Commerzbank Diepholz
25650106;Sparkasse Nienburg
25651325;Kr Spk Diepholz
25662540;Volksbank Steyerberg
25663584;VB Grafschaft Hoya
25690009;Volksbank Nienburg
25691633;Volksbank Sulingen
25700000;BBk Hannover eh Celle
25730000;UniCredit Bk ex VereinWest
25740061;Commerzbank Celle
25750001;Sparkasse Celle
25761894;Volksbank Wittingen-Klötze
25770024;Deutsche Bank PGK Celle
25770069;Deutsche Bank Celle
25780022;Commerzbank Celle
25791516;Volksbank Hankensbüttel
25791635;Volksbank Südheide
25800000;BBk Hannover eh Uelzen
25840048;Commerzbank Uelzen
25841403;Commerzbank Lüchow
25841708;Commerzbank Schneverdingen
25850110;Sparkasse Uelzen Lüchow-Dbg
25851335;Spk Uelzen Lüchow-Dbg.-alt-
25851660;Kr Spk Soltau
25861395;Volksbank Dannenberg -alt-
25861990;Volksbank Clenze-Hitzacker
25862292;Volksbank Uelzen-Salzwedel
25863489;VB Osterbg-Lüchow-Dannenbg
25891483;VB Osterbg-Lüchow-Dannenbg
25891636;VB Lüneburger Heide -alt-
25900000;BBk Hannover eh Hildesheim
25910111;SEB Hildesheim
25930000;UniCredit Bk ex VereinWest
25940033;Commerzbank Hildesheim
25950001;St Spk Hildesheim -alt-
25950130;Sparkasse Hildesheim
25960192;Bankhaus Hallbaum
25970024;Deutsche Bank PGK Hildeshei
25970074;Deutsche Bank Hildesheim
25971024;Deutsche Bank PGK Alfeld
25971071;Deutsche Bank Alfeld Leine
25980027;Commerzbank Hildesheim
25990011;Volksbank Hildesheim
25991528;VB Hildesheimer Börde
25991911;Volksbank Sarstedt -alt-
26000000;BBk Göttingen
26010111;SEB Göttingen
26030000;UniCredit Bk ex VereinWest
26040030;Commerzbank Göttingen
26050001;Sparkasse Göttingen
26051260;Sparkasse Duderstadt
26051450;Kr u St Spk Münden
26060184;Bankhaus Hallbaum
26061291;Volksbank Mitte
26061556;Volksbank Adelebsen
26062433;VR-Bank in Südniedersachsen
26062575;Raiffeisenbank Rosdorf
26070024;Deutsche Bank PGK Göttingen
26070072;Deutsche Bank Göttingen
26080024;Commerzbank Göttingen
26090050;Volksbank Göttingen
26240039;Commerzbank Northeim Han
26250001;Kr Spk Northeim
26251425;Sparkasse Einbeck
26261396;Volksbank Dassel
26261492;Volksbank Einbeck
26261693;Volksbank Solling Hardegsen
26271424;Deutsche Bank PGK Einbeck
26271471;Deutsche Bank Einbeck
26280020;Commerzbank Northeim Han
26281420;Commerzbank Einbeck
26340056;Commerzbank Osterode Harz
26341072;Commerzbank Herzberg Harz
26350001;St Spk Osterode
26351015;Sparkasse Osterode am Harz
26351445;St Spk Bad Sachsa
26361299;VB Oberharz Bad Grund
26500000;BBk Osnabrück
26510111;SEB Osnabrück
26520017;Oldb Landesbank Osnabrück
26521703;Oldb Landesbank Bramsche
26522319;Oldb Landesbank Quakenbrück
26540070;Commerzbank Osnabrück
26550105;Sparkasse Osnabrück
26551540;Kr Spk Bersenbrück
26552286;Kreissparkasse Melle
26560189;Bankhaus Hallbaum
26560625;apoBank Osnabrück
26562490;VB Laer-Borgl-Hilter-Melle
26562694;VB Wittlage Bohmte -alt-
26563960;VB Bramgau-Wittlage
26565928;VB GMHütte-Hagen-Bissendorf
26566939;VB Osnabrücker Nd
26567943;VR-Bank i.Altkr.Bersenbrück
26570024;Deutsche Bank PGK Osnabrück
26570090;Deutsche Bank Osnabrück
26580070;Commerzbank Osnabrück
26589210;Commerzbk ITGK Osnabrück
26590025;Volksbank Osnabrück
26600000;BBk Osnabrück eh Lingen
26620010;Oldb Landesbank Lingen
26621413;Oldb Landesbank Meppen
26640049;Commerzbank Lingen Ems
26650001;Spk Emsland
26660060;Volksbank Lingen Ems
26661380;Volksbank Haselünne
26661494;Emsländische VB Meppen
26661912;Volksbank Süd-Emsland -alt-
26662932;Volksbank Lengerich
26691213;Volksbank Haren
26720028;Oldb Landesbank Nordhorn
26740044;Commerzbank Nordhorn
26750001;Kr Spk Nordhorn
26760005;Raiff- u VB Nordhorn -alt-
26770024;Deutsche Bank PGK Nordhorn
26770095;Deutsche Bank Nordhorn
26800000;BBk Magdeburg eh Halberst
26840032;Commerzbank Goslar
26850001;Sparkasse Goslar/Harz
26851410;Kr Spk Clausthal-Zellerfeld
26851620;Sparkasse Salzgitter
26870024;Deutsche Bank PGK Goslar
26870032;Deutsche Bank Goslar
26880063;Commerzbank Goslar
26890019;Volksbank Nordharz
26891484;Volksbank im Harz
26941053;Commerzbank Wolfsburg
26951311;Spk Gifhorn-Wolfsburg
26971024;Deutsche Bank PGK Wolfsburg
26971038;Deutsche Bank Wolfsburg
26981062;Commerzbank Wolfsburg
26989221;Commerzbk ITGK Wolfsburg
26991066;Volksbank Brawo
27000000;BBk Hannover eh Braunschwei
27010111;SEB Braunschweig
27010200;VON ESSEN Bankges Braunschw
27020000;Volkswagen Bank Braunschwg
27020001;Audi Bank Braunschweig
27020003;Skoda Bank
27020004;AutoEuropa Bank
27020800;Seat Bank Braunschweig
27030000;UniCredit Bk ex VereinWest
27032500;Seeligerbank Wolfenbüttel
27040080;Commerzbank Braunschweig
27062290;Volksbank Börßum-Hornburg
27070024;Deutsche Bank PGK Braunschw
27070030;Deutsche Bank Braunschweig
27070031;Deutsche Bank Gifhorn
27070034;Deutsche Bank Osterode Harz
27070041;Deutsche Bank Bad Sachsa
27070042;Deutsche Bank Bad Harzburg
27070043;Deutsche Bank Helmstedt
27070079;Deutsche Bank Peine
27072524;Deutsche Bank PGK Wolfenbüt
27072537;Deutsche Bank Wolfenbüttel
27072724;Deutsche Bank PGK Salzgitte
27072736;Deutsche Bank Salzgitter
27080060;Commerzbank Braunschweig
27089221;Commerzbk ITGK Braunschwg
27090077;Volksbank Braunschweig -alt
27090618;apoBank Braunschweig
27090900;PSD Bank Braunschweig
27092555;VB Wolfenbüttel-Salzgitter
27131300;Rautenschlein Schöningen
27190082;Volksbank Helmstedt
27240004;Commerzbank Holzminden
27290087;VB Weserbergland Holzminden
27893215;Vereinigte Volksbank
27893359;Volksbank Braunlage
27893760;Volksbank Seesen
28000000;BBk Oldenburg
28010111;SEB Oldenburg
28020050;Oldb Landesbank Oldenburg
28021002;Oldb Landesbank Brake
28021301;Oldb Ldbank Bad Zwischenahn
28021504;Oldb Landesbank Cloppenburg
28021623;Oldb Landesbank Damme
28021705;Oldb Landesbank Delmenhorst
28021906;Oldb Landesbank Elsfleth
28022015;Oldb Landesbank Nordenham
28022412;Oldb Landesbank Löningen
28022511;Oldb Landesbank Lohne
28022620;Oldb Landesbank Rastede
28022822;Oldb Landesbank Vechta
28023224;Oldb Landesbank Westerstede
28023325;Oldb Ldbank Wildeshausen
28030300;Bankhaus Fortmann Oldenburg
28040046;Commerzbank Oldenburg
28042865;Commerzbank Vechta
28050100;Landessparkasse Oldenburg
28060228;Raiffbk Oldenburg
28061410;Raiffbk Wesermarsch-Süd
28061501;Volksbank Cloppenburg
28061679;Volksbank Dammer Berge
28061822;Volksbank Oldenburg
28062165;Raiffeisenbank Rastede
28062249;Volksbank Ganderkesee-Hude
28062560;Volksbank Lohne-Mühlen
28062740;VB Bookholzberg-Lemwerder
28062913;Volksbank Bösel
28063253;Volksbank Westerstede
28063526;VB Essen-Cappeln
28063607;Volksbank Bakum
28064090;VR Bk Dinklage-Steinf.-alt-
28064179;Volksbank Vechta
28064241;Raiff-VB Varel-Nordenham
28065061;Volksbank Löningen
28065108;VR-Bank Dinklage-Steinfeld
28065286;Raiffeisenbank Scharrel
28066103;Volksbank Visbek
28066214;VB Wildeshauser Geest
28066620;Spar-u Darlehnskasse
28067068;VB Neuenkirchen-Vörden
